igre,disciplina,poddisciplina,mesto,ime,drzava,rezultat 
Lillehammer 1994,biathlon,15km women,58,Christina Eklund,SWE,1:00:25.6  4
Lillehammer 1994,biathlon,15km women,59,Anne Elvebakk,NOR,1:00:29.8  5
Lillehammer 1994,biathlon,15km women,60,Catarina Eklund,SWE,1:00:38.4  5
Lillehammer 1994,biathlon,15km women,61,Beatrix Holeczy,HUN,1:00:43.9  4
Lillehammer 1994,biathlon,15km women,62,Kazimiera Stroliene,LTU,1:00:55.8  8
Lillehammer 1994,biathlon,15km women,63,Mihaela Carstoi,ROU,1:01:15.0  7
Lillehammer 1994,biathlon,15km women,64,Sandra Paintin,AUS,1:01:21.7  7
Lillehammer 1994,biathlon,15km women,65,Brigitta Bereczki,HUN,1:02:14.2  7
Lillehammer 1994,biathlon,15km women,66,Maria Giro,ARG,1:02:24.2  5
Lillehammer 1994,biathlon,15km women,67,Evgenija Roppel,KGZ,1:02:46.6  5
Lillehammer 1994,biathlon,15km women,68,Elena Gorohova,MDA,1:13:33.1 14
Lillehammer 1994,cross country skiing,50km men,1,Vladimir Smirnov,KAZ,2:07:20.3
Lillehammer 1994,cross country skiing,50km men,2,Mika Myllyla,FIN,2:08:41.9
Lillehammer 1994,cross country skiing,50km men,3,Sture Sivertsen,NOR,2:08:49.0
Lillehammer 1994,cross country skiing,50km men,4,Bjorn Daehlie,NOR,2:09:11.4
Lillehammer 1994,cross country skiing,50km men,5,Erling Jevne,NOR,2:09:12.2
Lillehammer 1994,cross country skiing,50km men,6,Christer Majback,SWE,2:10:03.8
Lillehammer 1994,cross country skiing,50km men,7,Maurilio De Zolt,ITA,2:10:12
Lillehammer 1994,cross country skiing,50km men,8,Giorgio Vanzetta,ITA,2:10:16.4
Lillehammer 1994,cross country skiing,50km men,9,Mikhail Botvinov,RUS,2:10:18.9
Lillehammer 1994,cross country skiing,50km men,10,Vegard Ulvang,NOR,2:10:40.0
Lillehammer 1994,cross country skiing,50km men,11,Silvio Fauner,ITA,2:11:09.6
Lillehammer 1994,cross country skiing,50km men,12,Harri Kirvesniemi,FIN,2:11:19.3
Lillehammer 1994,cross country skiing,50km men,13,Alexei Prokourorov,RUS,2:11:52.8
Lillehammer 1994,cross country skiing,50km men,14,Igor Gayniakhmetovich Badamshin,RUS,2:12:20.1
Lillehammer 1994,cross country skiing,50km men,15,Alois Stadlober,AUT,2:13:13.5
Lillehammer 1994,cross country skiing,50km men,16,Jeremias Wigger,SUI,2:13:40.2
Lillehammer 1994,cross country skiing,50km men,17,Alexander Vorobiev,RUS,2:13:44.5
Lillehammer 1994,cross country skiing,50km men,18,Jan Ottosson,SWE,2:13:55.2
Lillehammer 1994,cross country skiing,50km men,19,Juan Jesus Gutierrez,ESP,2:14:22.5
Lillehammer 1994,cross country skiing,50km men,20,Lubomir Buchta,CZE,2:14:50.0
Lillehammer 1994,cross country skiing,50km men,21,Viktor Kamotski,BLR,2:15:02.9
Lillehammer 1994,cross country skiing,50km men,22,Jaanus Teppan,EST,2:16:18.8
Lillehammer 1994,cross country skiing,50km men,23,Patrick Remy,FRA,2:16:21.4
Lillehammer 1994,cross country skiing,50km men,24,Kazunari Sasaki,JPN,2:16:51.7
Lillehammer 1994,cross country skiing,50km men,25,Igor Obukhov,BLR,2:17:08.4
Lillehammer 1994,cross country skiing,50km men,26,Andrus Veerpalu,EST,2:17:24.7
Lillehammer 1994,cross country skiing,50km men,27,Niklas Jonsson,SWE,2:17:54.9
Lillehammer 1994,cross country skiing,50km men,28,Hiroyuki Imai,JPN,2:17:55.2
Lillehammer 1994,cross country skiing,50km men,29,Pavel Riabinine,KAZ,2:18:08.1
Lillehammer 1994,cross country skiing,50km men,30,Markus Hasler,LIE,2:18:40.1
Lillehammer 1994,cross country skiing,50km men,31,Gianfranco Polvara,ITA,2:18:40.3
Lillehammer 1994,cross country skiing,50km men,32,Ricardas Panavas,LTU,2:19:01.3
Lillehammer 1994,cross country skiing,50km men,33,Cedric Vallet,FRA,2:19:06.7
Lillehammer 1994,cross country skiing,50km men,34,Jordi Ribo,ESP,2:19:21.9
Lillehammer 1994,cross country skiing,50km men,35,Justin Wadsworth,USA,2:19:49.1
Lillehammer 1994,cross country skiing,50km men,36,Taivo Kuus,EST,2:19:51.9
Lillehammer 1994,cross country skiing,50km men,37,Sami Repo,FIN,2:20:32.8
Lillehammer 1994,cross country skiing,50km men,38,Stephan Kunz,LIE,2:20:38.1
Lillehammer 1994,cross country skiing,50km men,39,Todd Boonstra,USA,2:20:41.0
Lillehammer 1994,cross country skiing,50km men,40,Karri Hietamaki,FIN,2:20:50.9
Lillehammer 1994,cross country skiing,50km men,41,Hans Diethelm,SUI,2:21:01.8
Lillehammer 1994,cross country skiing,50km men,42,Carlos Vicente,ESP,2:21:03.5
Lillehammer 1994,cross country skiing,50km men,43,Vassili Gorbatchev,BLR,2:21:31.3
Lillehammer 1994,cross country skiing,50km men,44,Jurg Capol,SUI,2:21:48.3
Lillehammer 1994,cross country skiing,50km men,45,Serguei Margatski,KAZ,2:21:57.9
Lillehammer 1994,cross country skiing,50km men,46,Philippe Sanchez,FRA,2:22:01.0
Lillehammer 1994,cross country skiing,50km men,47,Anthony Evans,AUS,2:22:05.2
Lillehammer 1994,cross country skiing,50km men,48,Kazutoshi Nagahama,JPN,2:22:30.2
Lillehammer 1994,cross country skiing,50km men,49,Peter Vordenberg,USA,2:22:53.1
Lillehammer 1994,cross country skiing,50km men,50,Nikolai Ivanov,KAZ,2:22:59.1
Lillehammer 1994,cross country skiing,50km men,51,Dany Bouchard,CAN,2:23:09.0
Lillehammer 1994,cross country skiing,50km men,52,Antonio Racki,CRO,2:23:23.4
Lillehammer 1994,cross country skiing,50km men,53,Benjamin Husaby,USA,2:23:37.3
Lillehammer 1994,cross country skiing,50km men,54,Sinisa Vukonic,CRO,2:24:12.6
Lillehammer 1994,cross country skiing,50km men,55,Daniel Jakobsson,ISL,2:24:57.0
Lillehammer 1994,cross country skiing,50km men,56,Peter Schlickenrieder,GER,2:25:22.4
Lillehammer 1994,cross country skiing,50km men,57,Ebbe Hartz,DEN,2:25:58.5
Lillehammer 1994,cross country skiing,50km men,58,Ondrej Valenta,CZE,2:26:08.6
Lillehammer 1994,cross country skiing,50km men,59,Mark Gray,AUS,2:28:51.6
Lillehammer 1994,cross country skiing,50km men,60,Rognvaldur Ingthorsson,ISL,2:32:52.9
Lillehammer 1994,cross country skiing,50km men,61,Janis Hermanis,LAT,2:36:11.1
Lillehammer 1994,cross country skiing,30km women,1,Manuela Di Centa,ITA,1:25:41.6
Lillehammer 1994,cross country skiing,30km women,2,Marit Wold,NOR,1:25:57.8
Lillehammer 1994,cross country skiing,30km women,3,Marja Liisa Hamalainen,FIN,1:26:13.6
Lillehammer 1994,cross country skiing,30km women,4,Trude Dybendahl,NOR,1:26:52.6
Lillehammer 1994,cross country skiing,30km women,5,Lyubov Yegorova,RUS,1:26:54.8
Lillehammer 1994,cross country skiing,30km women,6,Elena Vaelbe,RUS,1:26:57.4
Lillehammer 1994,cross country skiing,30km women,7,Inger Helene Nybraten,NOR,1:27:11.2
Lillehammer 1994,cross country skiing,30km women,8,Marjut Lukkarinen,FIN,1:27:51.4
Lillehammer 1994,cross country skiing,30km women,9,Svetlana Nagejkina,RUS,1:27:57.2
Lillehammer 1994,cross country skiing,30km women,10,Anita Moen,NOR,1:28:18.1
Lillehammer 1994,cross country skiing,30km women,11,Antonina Ordina,SWE,1:28:39.2
Lillehammer 1994,cross country skiing,30km women,12,Marie Helene Westin,SWE,1:28:46.2
Lillehammer 1994,cross country skiing,30km women,13,Anna Frithioff,SWE,1:29:07.2
Lillehammer 1994,cross country skiing,30km women,14,Pirkko Maatta,FIN,1:29:27.0
Lillehammer 1994,cross country skiing,30km women,15,Merja Lahtinen,FIN,1:29:55.1
Lillehammer 1994,cross country skiing,30km women,16,Malgorzata Ruchala,POL,1:30:45.8
Lillehammer 1994,cross country skiing,30km women,17,Guidina Dal Sasso,ITA,1:30:47.5
Lillehammer 1994,cross country skiing,30km women,18,Lubomira Balazova,SVK,1:30:58.7
Lillehammer 1994,cross country skiing,30km women,19,Sylvia Honegger,SUI,1:31:11.6
Lillehammer 1994,cross country skiing,30km women,20,Irina Taranenko Terelia,UKR,1:31:26.5
Lillehammer 1994,cross country skiing,30km women,21,Elena Antonova,KAZ,1:31:43.1
Lillehammer 1994,cross country skiing,30km women,22,Yelena Sinkevitch,BLR,1:31:47.8
Lillehammer 1994,cross country skiing,30km women,23,Natalia Martinova,RUS,1:31:59.4
Lillehammer 1994,cross country skiing,30km women,24,Carole Stanisiere,FRA,1:32:17.6
Lillehammer 1994,cross country skiing,30km women,25,Vida Venciene,LTU,1:32:18.9
Lillehammer 1994,cross country skiing,30km women,26,Fumiko Aoki,JPN,1:32:22.3
Lillehammer 1994,cross country skiing,30km women,27,Nina Kemppel,USA,1:32:55.3
Lillehammer 1994,cross country skiing,30km women,28,Lis Frost,SWE,1:33:04.1
Lillehammer 1994,cross country skiing,30km women,29,Piret Niglas,EST,1:33:09.3
Lillehammer 1994,cross country skiing,30km women,30,Gabriella Paruzzi,ITA,1:33:28.9
Lillehammer 1994,cross country skiing,30km women,31,Michalina Maciuszek,POL,1:33:34.2
Lillehammer 1994,cross country skiing,30km women,32,Alzbeta Havrancikova,SVK,1:33:41.5
Lillehammer 1994,cross country skiing,30km women,33,Silke Braun,SUI,1:34:07.4
Lillehammer 1994,cross country skiing,30km women,34,Bernadetta Piotrowska,POL,1:34:28.6
Lillehammer 1994,cross country skiing,30km women,35,Cristel Vahtra,EST,1:34:48.6
Lillehammer 1994,cross country skiing,30km women,36,Martina Vondrova,CZE,1:34:50.1
Lillehammer 1994,cross country skiing,30km women,37,Brigitte Albrecht,SUI,1:34:55.3
Lillehammer 1994,cross country skiing,30km women,38,Irina Nikulchina,BUL,1:36:06.3
Lillehammer 1994,cross country skiing,30km women,39,Lucie Chroustovska,CZE,1:36:07.8
Lillehammer 1994,cross country skiing,30km women,40,Dorcas Wonsavage,USA,1:36:34.1
Lillehammer 1994,cross country skiing,30km women,41,Barbara Mettler,SUI,1:36:40.8
Lillehammer 1994,cross country skiing,30km women,42,Jana Razlova,CZE,1:36:40.9
Lillehammer 1994,cross country skiing,30km women,43,Tatiana Kutlikova,SVK,1:36:41.4
Lillehammer 1994,cross country skiing,30km women,44,Svetlana Kamotskaya,BLR,1:36:51.0
Lillehammer 1994,cross country skiing,30km women,45,Sumiko Yokoyama,JPN,1:37:14.7
Lillehammer 1994,cross country skiing,30km women,46,Elena Tchernetsova,KAZ,1:38:17.0
Lillehammer 1994,cross country skiing,30km women,47,Oxana Kotova,KAZ,1:38:34.1
Lillehammer 1994,cross country skiing,30km women,48,Ineta Kravale,LAT,1:38:41.8
Lillehammer 1994,cross country skiing,30km women,49,Laura Wilson,USA,1:38:52.6
Lillehammer 1994,cross country skiing,30km women,50,Sylvie Giry Rousset,FRA,1:39:26.3
Lillehammer 1994,cross country skiing,30km women,51,Suzanne King,USA,1:45:27.9
Lillehammer 1994,figure skating,individual men,1,Aleksei Urmanov,RUS,01.5
Lillehammer 1994,figure skating,individual men,2,Elvis Stojko,CAN,03.0
Lillehammer 1994,figure skating,individual men,3,Philippe Candeloro,FRA,06.5
Lillehammer 1994,figure skating,individual men,4,Viktor Petrenko,UKR,08.5
Lillehammer 1994,figure skating,individual men,5,Kurt Browning,CAN,09.0
Lillehammer 1994,figure skating,individual men,6,Brian Boitano,USA,10.0
Lillehammer 1994,figure skating,individual men,7,Eric Millot,FRA,10.0
Lillehammer 1994,figure skating,individual men,8,Scott Davis,USA,10.0
Lillehammer 1994,figure skating,individual men,9,Steven Cousins,GBR,12.5
Lillehammer 1994,figure skating,individual men,10,Sebastien Britten,CAN,15.0
Lillehammer 1994,figure skating,individual men,11,Oleg Tataurov,RUS,15.5
Lillehammer 1994,figure skating,individual men,12,Masakazu Kagiyama,JPN,16.5
Lillehammer 1994,figure skating,individual men,13,Michael Tyllesen,DEN,18.5
Lillehammer 1994,figure skating,individual men,14,Cornel Gheorghe,ROU,22.0
Lillehammer 1994,figure skating,individual men,15,Igor Pashkevich,RUS,22.0
Lillehammer 1994,figure skating,individual men,16,Michael Shmerkin,ISR,24.5
Lillehammer 1994,figure skating,individual men,17,Sung Il Jung,KOR,25.0
Lillehammer 1994,figure skating,individual men,18,Stephen Carr,AUS,28.0
Lillehammer 1994,figure skating,individual men,19,Marius Negrea,ROU,28.5
Lillehammer 1994,figure skating,individual men,20,Min Zhang,CHN,29.0
Lillehammer 1994,figure skating,individual men,21,Andrei Vlaschenko,LAT,30.5
Lillehammer 1994,figure skating,individual men,22,Fumihiro Oikawa,JPN,32.5
Lillehammer 1994,figure skating,individual men,23,Aleksandr Murashko,BLR,35.0
Lillehammer 1994,figure skating,individual men,24,Dino Quattrocecere,RSA,35.5
Lillehammer 1994,figure skating,individual women,1,Oksana Baiul,UKR,02.0
Lillehammer 1994,figure skating,individual women,2,Nancy Kerrigan,USA,02.5
Lillehammer 1994,figure skating,individual women,3,Lu Chen,CHN,05.0
Lillehammer 1994,figure skating,individual women,4,Surya Bonaly,FRA,05.5
Lillehammer 1994,figure skating,individual women,5,Yuka Sato,JPN,08.5
Lillehammer 1994,figure skating,individual women,6,Tanja Szewczenko,GER,08.5
Lillehammer 1994,figure skating,individual women,7,Katarina Witt,GER,11.0
Lillehammer 1994,figure skating,individual women,8,Tonya Harding,USA,12.0
Lillehammer 1994,figure skating,individual women,9,Josee Chouinard,CAN,13.0
Lillehammer 1994,figure skating,individual women,10,Anna Rechnio,POL,16.5
Lillehammer 1994,figure skating,individual women,11,Krisztina Czako,HUN,17.0
Lillehammer 1994,figure skating,individual women,12,Mila Kajas,FIN,18.0
Lillehammer 1994,figure skating,individual women,13,Lenka Kulovana,CZE,19.5
Lillehammer 1994,figure skating,individual women,14,Marie Pierre Leray,FRA,20.0
Lillehammer 1994,figure skating,individual women,15,Charlene Von Saher,GBR,22.5
Lillehammer 1994,figure skating,individual women,16,Nathalie Krieg,SUI,24.5
Lillehammer 1994,figure skating,individual women,17,Laetitia Hubert,FRA,25.0
Lillehammer 1994,figure skating,individual women,18,Rena Inoue,JPN,27.0
Lillehammer 1994,figure skating,individual women,19,Elena Liashenko,UKR,27.5
Lillehammer 1994,figure skating,individual women,20,Marta Andrade,ESP,31.5
Lillehammer 1994,figure skating,individual women,21,Lily Lyoonjung Lee,KOR,32.0
Lillehammer 1994,figure skating,individual women,22,Lyudmila Ivanova,UKR,32.5
Lillehammer 1994,figure skating,individual women,23,Ying Liu,CHN,33.5
Lillehammer 1994,figure skating,individual women,24,Zvetelina Abrasheva,BUL,35.0
Lillehammer 1994,freestyle skiing,aerials men,1,Andreas Schonbachler,SUI,234.67
Lillehammer 1994,freestyle skiing,aerials men,2,Philippe Laroche,CAN,228.63
Lillehammer 1994,freestyle skiing,aerials men,3,Lloyd Langlois,CAN,222.44
Lillehammer 1994,freestyle skiing,aerials men,4,Andy Capicik,CAN,219.07
Lillehammer 1994,freestyle skiing,aerials men,5,Trace Worthington,USA,218.19
Lillehammer 1994,freestyle skiing,aerials men,6,Nicolas Fontaine,CAN,210.81
Lillehammer 1994,freestyle skiing,aerials men,7,Eric Bergoust,USA,210.48
Lillehammer 1994,freestyle skiing,aerials men,8,Mats Johansson,SWE,207.52
Lillehammer 1994,freestyle skiing,aerials men,9,Jean Marc Bacquin,FRA,196.88
Lillehammer 1994,freestyle skiing,aerials men,10,Richard Cobbing,GBR,196.58
Lillehammer 1994,freestyle skiing,aerials men,11,Kris Feddersen,USA,195.26
Lillehammer 1994,freestyle skiing,aerials men,12,Alexei Parfenkov,BLR,178.48
Lillehammer 1994,freestyle skiing,aerials men,13,Vassili Vorobiov,BLR,188.92
Lillehammer 1994,freestyle skiing,aerials men,14,Christian Rijavec,AUT,186.11
Lillehammer 1994,freestyle skiing,aerials men,15,Tor Skeie,NOR,172.77
Lillehammer 1994,freestyle skiing,aerials men,16,Sergei But,UKR,171.19
Lillehammer 1994,freestyle skiing,aerials men,17,Michiel De Ruiter,NED,168.39
Lillehammer 1994,freestyle skiing,aerials men,18,Alexis Blanc,FRA,162.22
Lillehammer 1994,freestyle skiing,aerials men,19,Sergey Brener,UZB,159.93
Lillehammer 1994,freestyle skiing,aerials men,20,Hiroshi Machii,JPN,153.53
Lillehammer 1994,freestyle skiing,aerials men,21,Alessandro Scotta,ITA,149.34
Lillehammer 1994,freestyle skiing,aerials men,22,Herbert Kolly,SUI,129.10
Lillehammer 1994,freestyle skiing,aerials men,23,Freddy Romano,ITA,115.21
Lillehammer 1994,freestyle skiing,aerials men,24,Sebastien Foucras,FRA,55.68
Lillehammer 1994,freestyle skiing,moguls women,1,Stine Lise Hattestad,NOR,25.97
Lillehammer 1994,freestyle skiing,moguls women,2,Elizabeth Mcintyre,USA,25.89
Lillehammer 1994,freestyle skiing,moguls women,3,Yelizaveta Kozhevnikova,RUS,25.81
Lillehammer 1994,freestyle skiing,moguls women,4,Raphaelle Monod,FRA,25.17
Lillehammer 1994,freestyle skiing,moguls women,5,Candice Gilg,FRA,24.82
Lillehammer 1994,freestyle skiing,moguls women,6,Tatjana Mittermayer,GER,24.43
Lillehammer 1994,freestyle skiing,moguls women,7,Donna Weinbrecht,USA,24.38
Lillehammer 1994,freestyle skiing,moguls women,8,Ann Battelle,USA,23.71
Lillehammer 1994,freestyle skiing,moguls women,9,Bronwen Thomas,CAN,23.57
Lillehammer 1994,freestyle skiing,moguls women,10,Silvia Marciandi,ITA,23.36
Lillehammer 1994,freestyle skiing,moguls women,11,Tae Satoya,JPN,23.18
Lillehammer 1994,freestyle skiing,moguls women,12,Ljudmila Dymchenko,RUS,23.12
Lillehammer 1994,freestyle skiing,moguls women,13,Minna Karhu,FIN,23.00
Lillehammer 1994,freestyle skiing,moguls women,14,Marina Cherkasova,RUS,22.32
Lillehammer 1994,freestyle skiing,moguls women,15,Elena Koroleva,RUS,22.22
Lillehammer 1994,freestyle skiing,moguls women,16,Katherina Kubenk,CAN,21.08
Lillehammer 1994,freestyle skiing,aerials women,1,Lina Cheryazova,UZB,92.92
Lillehammer 1994,freestyle skiing,aerials women,2,Marie Lindgren,SWE,81.78
Lillehammer 1994,freestyle skiing,aerials women,3,Kirstie Marshall,AUS,79.89
Lillehammer 1994,freestyle skiing,aerials women,4,Tracy Evans,USA,76.70
Lillehammer 1994,freestyle skiing,aerials women,5,Hilde Synnove Lid,NOR,76.41
Lillehammer 1994,freestyle skiing,aerials women,6,Maja Schmid,SUI,75.27
Lillehammer 1994,freestyle skiing,aerials women,7,Nataliya Sherstnyova,UKR,74.99
Lillehammer 1994,freestyle skiing,aerials women,8,Julia Rakovich,BLR,72.06
Lillehammer 1994,freestyle skiing,aerials women,9,Caroline Olivier,CAN,68.35
Lillehammer 1994,freestyle skiing,aerials women,10,Inna Paliyenko,UKR,63.65
Lillehammer 1994,freestyle skiing,aerials women,11,Elfie Simchen,GER,61.42
Lillehammer 1994,freestyle skiing,aerials women,12,Natalia Orekhova,RUS,61.26
Lillehammer 1994,freestyle skiing,moguls women,1,Stine Lise Hattestad,NOR,25.97
Lillehammer 1994,freestyle skiing,moguls women,2,Elizabeth Mcintyre,USA,25.89
Lillehammer 1994,freestyle skiing,moguls women,3,Yelizaveta Kozhevnikova,RUS,25.81
Lillehammer 1994,freestyle skiing,moguls women,4,Raphaelle Monod,FRA,25.17
Lillehammer 1994,freestyle skiing,moguls women,5,Candice Gilg,FRA,24.82
Lillehammer 1994,freestyle skiing,moguls women,6,Tatjana Mittermayer,GER,24.43
Lillehammer 1994,freestyle skiing,moguls women,7,Donna Weinbrecht,USA,24.38
Lillehammer 1994,freestyle skiing,moguls women,8,Ann Battelle,USA,23.71
Lillehammer 1994,freestyle skiing,moguls women,9,Bronwen Thomas,CAN,23.57
Lillehammer 1994,freestyle skiing,moguls women,10,Silvia Marciandi,ITA,23.36
Lillehammer 1994,freestyle skiing,moguls women,11,Tae Satoya,JPN,23.18
Lillehammer 1994,freestyle skiing,moguls women,12,Ljudmila Dymchenko,RUS,23.12
Lillehammer 1994,freestyle skiing,moguls women,13,Minna Karhu,FIN,23.00
Lillehammer 1994,freestyle skiing,moguls women,14,Marina Cherkasova,RUS,22.32
Lillehammer 1994,freestyle skiing,moguls women,15,Elena Koroleva,RUS,22.22
Lillehammer 1994,freestyle skiing,moguls women,16,Katherina Kubenk,CAN,21.08
Lillehammer 1994,luge,singles men,1,Georg Hackl,GER,3:21.571
Lillehammer 1994,luge,singles men,2,Markus Prock,AUT,3:21.584
Lillehammer 1994,luge,singles men,3,Armin Zoeggeler,ITA,3:21.833
Lillehammer 1994,luge,singles men,4,Arnold Huber,ITA,3:22.418
Lillehammer 1994,luge,singles men,5,Wendel Suckow,USA,3:22.424
Lillehammer 1994,luge,singles men,6,Norbert Huber,ITA,3:22.474
Lillehammer 1994,luge,singles men,7,Gerhard Gleirscher,AUT,3:22.569
Lillehammer 1994,luge,singles men,8,Jens Muller,GER,3:22.580
Lillehammer 1994,luge,singles men,9,Albert Demtschenko,RUS,3:22.627
Lillehammer 1994,luge,singles men,10,Markus Schmid,AUT,3:23.114
Lillehammer 1994,luge,singles men,11,Sergey Danilin,RUS,3:23.261
Lillehammer 1994,luge,singles men,12,Mikael Holm,SWE,3:24.049
Lillehammer 1994,luge,singles men,13,Anders Soderberg,SWE,3:24.099
Lillehammer 1994,luge,singles men,14,Eduard Burmistrov,RUS,3:24.393
Lillehammer 1994,luge,singles men,15,Alexander Bau,GER,3:24.413
Lillehammer 1994,luge,singles men,16,Robert Pipkins,USA,3:24.580
Lillehammer 1994,luge,singles men,17,Bengt Walden,SWE,3:24.852
Lillehammer 1994,luge,singles men,18,Agris Elerts,LAT,3:25.993
Lillehammer 1994,luge,singles men,19,Jozef Skvarek,SVK,3:26.522
Lillehammer 1994,luge,singles men,20,Clay Ives,CAN,3:26.686
Lillehammer 1994,luge,singles men,21,Juris Vovcoks,LAT,3:26.948
Lillehammer 1994,luge,singles men,22,Kazuhiko Takamatsu,JPN,3:27.103
Lillehammer 1994,luge,singles men,23,Kyle Heikkila,ISV,3:27.236
Lillehammer 1994,luge,singles men,24,Spyros Pinas,GRE,3:27.812
Lillehammer 1994,luge,singles men,25,Yuji Sasaki,JPN,3:28.478
Lillehammer 1994,luge,singles men,26,Paul Hix,GBR,3:29.115
Lillehammer 1994,luge,singles men,27,Marco Felder,LIE,3:29.409
Lillehammer 1994,luge,singles men,28,Atsushi Sasaki,JPN,3:29.796
Lillehammer 1994,luge,singles men,29,Reto Gilly,SUI,3:30.427
Lillehammer 1994,luge,singles men,30,Simon Payne,BER,3:30.637
Lillehammer 1994,luge,singles men,31,Nedzad Lomigora,BIH,3:34.128
Lillehammer 1994,luge,singles men,32,Roger White,AUS,3:43.062
Lillehammer 1994,luge,singles women,1,Gerda Weissensteiner,ITA,3:15.517
Lillehammer 1994,luge,singles women,2,Susi Erdmann,GER,3:16.276
