igre,disciplina,poddisciplina,mesto,ime,drzava,rezultat 
Sochi 2014,snowboard,slopestyle women,9,Elena Koenz,SUI,F
Sochi 2014,snowboard,slopestyle women,10,Anna Gasser,AUT,F
Sochi 2014,snowboard,slopestyle women,11,Silje Norendal,NOR,F
Sochi 2014,snowboard,slopestyle women,12,Spencer Obrien,CAN,F
Sochi 2014,snowboard,slopestyle women,13,Jessika Jenson,USA,SF
Sochi 2014,snowboard,slopestyle women,14,Ty Walker,USA,SF
Sochi 2014,snowboard,slopestyle women,15,Shelly Gotlieb,NZL,SF
Sochi 2014,snowboard,slopestyle women,16,Stefi Luxton,NZL,SF
Sochi 2014,snowboard,slopestyle women,17,Aimee Fuller,GBR,SF
Sochi 2014,snowboard,slopestyle women,18,Rebecca Torr,NZL,SF
Sochi 2014,snowboard,slopestyle women,19,Jenna Blasman,CAN,SF
Sochi 2014,snowboard,slopestyle women,20,Cheryl Maas,NED,SF
Sochi 2014,snowboard,snowboard cross women,1,Eva Samkova,CZE,1:20.61
Sochi 2014,snowboard,snowboard cross women,2,Lindsey Jacobellis,USA,1:21.40
Sochi 2014,snowboard,snowboard cross women,3,Dominique Maltais,CAN,1:22.26
Sochi 2014,snowboard,snowboard cross women,4,Maelle Ricker,CAN,1:22.44
Sochi 2014,snowboard,snowboard cross women,5,Charlotte Bankes,FRA,1:23.12
Sochi 2014,snowboard,snowboard cross women,6,Belle Brockhoff,AUS,1:23.22
Sochi 2014,snowboard,snowboard cross women,8,Nelly Moenne Loccoz,FRA,1:23.50
Sochi 2014,snowboard,snowboard cross women,9,Faye Gulini,USA,1:23.96
Sochi 2014,snowboard,snowboard cross women,10,Sandra Daniela Gerber,SUI,1:24.10
Sochi 2014,snowboard,snowboard cross women,11,Alexandra Jekova,BUL,1:24.29
Sochi 2014,snowboard,snowboard cross women,12,Isabel Clark Ribeiro,BRA,1:24.31
Sochi 2014,snowboard,snowboard cross women,13,Chloe Trespeuch,FRA,1:24.47
Sochi 2014,snowboard,snowboard cross women,14,Maria Ramberger,AUT,1:24.55
Sochi 2014,snowboard,snowboard cross women,15,Zoe Gillings,GBR,1:24.72
Sochi 2014,snowboard,snowboard cross women,17,Deborah Anthonioz,FRA,1:24.78
Sochi 2014,snowboard,snowboard cross women,18,Raffaella Brutto,ITA,1:25.11
Sochi 2014,snowboard,snowboard cross women,19,Simona Meiler,SUI,1:25.17
Sochi 2014,snowboard,snowboard cross women,20,Torah Bright,AUS,1:25.32
Sochi 2014,snowboard,snowboard cross women,21,Susanne Moll,AUT,1:25.43
Sochi 2014,snowboard,snowboard cross women,22,Bell Berghuis,NED,1:28.19
Sochi 2014,speed skating,10000m men,1,Jorrit Bergsma,NED,12:44.45
Sochi 2014,speed skating,10000m men,2,Sven Kramer,NED,12:49.02
Sochi 2014,speed skating,10000m men,3,Bob De Jong,NED,13:07.19
Sochi 2014,speed skating,10000m men,4,Seung Hoon Lee 1,KOR,13:11.68
Sochi 2014,speed skating,10000m men,5,Bart Swings,BEL,13:13.99
Sochi 2014,speed skating,10000m men,6,Patrick Beckert,GER,13:14.26
Sochi 2014,speed skating,10000m men,7,Shane Dobbin,NZL,13:16.42
Sochi 2014,speed skating,10000m men,8,Moritz Geisreiter,GER,13:20.26
Sochi 2014,speed skating,10000m men,9,Yevgeny Seryayev,RUS,13:28.61
Sochi 2014,speed skating,10000m men,10,Emery Lehman,USA,13:28.67
Sochi 2014,speed skating,10000m men,11,Patrick Meek,USA,13:28.72
Sochi 2014,speed skating,10000m men,12,Dmitry Babenko,KAZ,13:33.18
Sochi 2014,speed skating,10000m men,13,Alexej Baumgaertner,GER,13:44.39
Sochi 2014,speed skating,10000m men,14,Sebastian Druszkiewicz,POL,13:45.31
Sochi 2014,speed skating,1000m men,1,Stefan Groothuis,NED,1:08.39
Sochi 2014,speed skating,1000m men,2,Denny Morrison,CAN,1:08.43
Sochi 2014,speed skating,1000m men,3,Michel Mulder,NED,1:08.74
Sochi 2014,speed skating,1000m men,4,Nico Ihle,GER,1:08.86
Sochi 2014,speed skating,1000m men,5,Samuel Schwarz,GER,1:08.89
Sochi 2014,speed skating,1000m men,6,Koen Verweij,NED,1:09.09
Sochi 2014,speed skating,1000m men,7,Denis Kuzin,KAZ,1:09.10
Sochi 2014,speed skating,1000m men,8,Shani Davis,USA,1:09.12
Sochi 2014,speed skating,1000m men,9,Brian Hansen 1,USA,1:09.21
Sochi 2014,speed skating,1000m men,10,Mark Tuitert,NED,1:09.29
Sochi 2014,speed skating,1000m men,11,Havard Lorentzen,NOR,1:09.33
Sochi 2014,speed skating,1000m men,12,Tae Bum Mo,KOR,1:09.37
Sochi 2014,speed skating,1000m men,13,Roman Krech,KAZ,1:09.63
Sochi 2014,speed skating,1000m men,14,Zbigniew Brodka,POL,1:09.66
Sochi 2014,speed skating,1000m men,15,Joey Mantia,USA,1:09.72
Sochi 2014,speed skating,1000m men,16,Konrad Niedzwiedzki,POL,1:09.76
Sochi 2014,speed skating,1000m men,17,Denis Yuskov,RUS,1:09.81
Sochi 2014,speed skating,1000m men,18,Aleksey Yesin,RUS,1:09.93
Sochi 2014,speed skating,1000m men,19,Havard Bokko,NOR,1:09.98
Sochi 2014,speed skating,1000m men,20,Vincent De Haitre,CAN,1:10.040
Sochi 2014,speed skating,1000m men,21,Kyou Hyuk Lee,KOR,1:10.049
Sochi 2014,speed skating,1000m men,22,Daniel Greig,AUS,1:10.13
Sochi 2014,speed skating,1000m men,23,Bart Swings,BEL,1:10.14
Sochi 2014,speed skating,1000m men,24,Haralds Silovs,LAT,1:10.29
Sochi 2014,speed skating,1000m men,25,Mirko Ninzi,ITA,1:10.32
Sochi 2014,speed skating,1000m men,26,William Dutton,CAN,1:10.61
Sochi 2014,speed skating,1000m men,27,Dmitry Lobkov,RUS,1:10.65
Sochi 2014,speed skating,1000m men,28,Jonathan Garcia,USA,1:10.74
Sochi 2014,speed skating,1000m men,29,Benjamin Mace,FRA,1:10.80
Sochi 2014,speed skating,1000m men,30,Taeyun Kim,KOR,1:10.81
Sochi 2014,speed skating,1000m men,31,Espen Hvammen,NOR,1:11.01
Sochi 2014,speed skating,1000m men,32,Muncef Ouardi,CAN,1:11.07
Sochi 2014,speed skating,1000m men,33,Fyodor Mezentsev,KAZ,1:11.08
Sochi 2014,speed skating,1000m men,34,Guojun Tian,CHN,1:11.17
Sochi 2014,speed skating,1000m men,35,Taro Kondo,JPN,1:11.44
Sochi 2014,speed skating,1000m men,36,Daichi Yamanaka,JPN,1:11.93
Sochi 2014,speed skating,1000m men,37,Tommi Pulli,FIN,1:12.16
Sochi 2014,speed skating,1000m men,38,David Andersson,SWE,1:12.40
Sochi 2014,speed skating,1000m men,39,Igor Bogolyubsky,RUS,1:12.85
Sochi 2014,speed skating,1000m men,40,Ching Yang Sung,TPE,1:13.79
Sochi 2014,speed skating,1500m men,1,Zbigniew Brodka,POL,1:45.006
Sochi 2014,speed skating,1500m men,2,Koen Verweij,NED,1:45.009
Sochi 2014,speed skating,1500m men,3,Denny Morrison,CAN,1:45.22
Sochi 2014,speed skating,1500m men,4,Denis Yuskov,RUS,1:45.37
Sochi 2014,speed skating,1500m men,5,Mark Tuitert,NED,1:45.42
Sochi 2014,speed skating,1500m men,6,Havard Bokko,NOR,1:45.48
Sochi 2014,speed skating,1500m men,7,Brian Hansen 1,USA,1:45.59
Sochi 2014,speed skating,1500m men,8,Sverre Lunde Pedersen,NOR,1:45.66
Sochi 2014,speed skating,1500m men,9,Denis Kuzin,KAZ,1:45.69
Sochi 2014,speed skating,1500m men,10,Bart Swings,BEL,1:45.95
Sochi 2014,speed skating,1500m men,11,Shani Davis,USA,1:45.98
Sochi 2014,speed skating,1500m men,12,Stefan Groothuis,NED,1:46.08
Sochi 2014,speed skating,1500m men,13,Jan Blokhuijsen,NED,1:46.50
Sochi 2014,speed skating,1500m men,14,Haralds Silovs,LAT,1:46.79
Sochi 2014,speed skating,1500m men,15,Jan Szymanski,POL,1:46.86
Sochi 2014,speed skating,1500m men,16,Havard Lorentzen,NOR,1:47.27
Sochi 2014,speed skating,1500m men,17,Mirko Ninzi,ITA,1:47.48
Sochi 2014,speed skating,1500m men,18,Ivan Skobrev,RUS,1:47.62
Sochi 2014,speed skating,1500m men,19,Mathieu Giroux,CAN,1:47.65
Sochi 2014,speed skating,1500m men,20,Konrad Niedzwiedzki,POL,1:47.77
Sochi 2014,speed skating,1500m men,21,Guojun Tian,CHN,1:47.95
Sochi 2014,speed skating,1500m men,22,Joey Mantia,USA,1:48.01
Sochi 2014,speed skating,1500m men,23,Patrick Beckert,GER,1:48.08
Sochi 2014,speed skating,1500m men,24,Aleksey Yesin,RUS,1:48.10
Sochi 2014,speed skating,1500m men,25,Aleksey Suvorov,RUS,1:48.11
Sochi 2014,speed skating,1500m men,26,Konrad Nagy,HUN,1:48.12
Sochi 2014,speed skating,1500m men,27,Robert Lehmann,GER,1:48.24
Sochi 2014,speed skating,1500m men,28,Lucas Makowsky,CAN,1:48.51
Sochi 2014,speed skating,1500m men,29,Hyong Jun Joo,KOR,1:48.59
Sochi 2014,speed skating,1500m men,30,Dmitry Babenko,KAZ,1:48.67
Sochi 2014,speed skating,1500m men,31,Taro Kondo,JPN,1:49.31
Sochi 2014,speed skating,1500m men,32,Benjamin Mace,FRA,1:49.34
Sochi 2014,speed skating,1500m men,33,Vincent De Haitre,CAN,1:49.42
Sochi 2014,speed skating,1500m men,34,Aleksandr Zhigin,KAZ,1:49.48
Sochi 2014,speed skating,1500m men,35,Fyodor Mezentsev,KAZ,1:49.70
Sochi 2014,speed skating,1500m men,36,Simen Spieler Nilsen,NOR,1:49.88
Sochi 2014,speed skating,1500m men,37,Jonathan Kuck,USA,1:50.19
Sochi 2014,speed skating,1500m men,38,David Andersson,SWE,1:50.29
Sochi 2014,speed skating,1500m men,39,Matteo Anesi,ITA,1:50.59
Sochi 2014,speed skating,1500m men,40,Ewen Fernandez,FRA,1:52.70
Sochi 2014,speed skating,5000m men,1,Sven Kramer,NED,6:10.76
Sochi 2014,speed skating,5000m men,2,Jan Blokhuijsen,NED,6:15.71
Sochi 2014,speed skating,5000m men,3,Jorrit Bergsma,NED,6:16.66
Sochi 2014,speed skating,5000m men,4,Bart Swings,BEL,6:17.79
Sochi 2014,speed skating,5000m men,5,Sverre Lunde Pedersen,NOR,6:18.84
Sochi 2014,speed skating,5000m men,6,Denis Yuskov,RUS,6:19.51
Sochi 2014,speed skating,5000m men,7,Ivan Skobrev,RUS,6:19.83
Sochi 2014,speed skating,5000m men,8,Patrick Beckert,GER,6:21.18
Sochi 2014,speed skating,5000m men,9,Havard Bokko,NOR,6:22.83
Sochi 2014,speed skating,5000m men,10,Moritz Geisreiter,GER,6:24.79
Sochi 2014,speed skating,5000m men,11,Aleksandr Rumyantsev,RUS,6:24.93
Sochi 2014,speed skating,5000m men,12,Seung Hoon Lee 1,KOR,6:25.61
Sochi 2014,speed skating,5000m men,13,Jan Szymanski,POL,6:26.35
Sochi 2014,speed skating,5000m men,14,Shane Dobbin,NZL,6:26.90
Sochi 2014,speed skating,5000m men,15,Dmitry Babenko,KAZ,6:28.26
Sochi 2014,speed skating,5000m men,16,Emery Lehman,USA,6:29.94
Sochi 2014,speed skating,5000m men,17,Andrea Giovannini,ITA,6:30.84
Sochi 2014,speed skating,5000m men,18,Ewen Fernandez,FRA,6:31.08
Sochi 2014,speed skating,5000m men,19,Jonathan Kuck,USA,6:31.53
Sochi 2014,speed skating,5000m men,20,Patrick Meek,USA,6:32.94
Sochi 2014,speed skating,5000m men,21,Alexej Baumgaertner,GER,6:34.34
Sochi 2014,speed skating,5000m men,22,Mathieu Giroux,CAN,6:35.77
Sochi 2014,speed skating,5000m men,23,Sebastian Druszkiewicz,POL,6:37.16
Sochi 2014,speed skating,5000m men,24,Cheol Min Kim,KOR,6:37.28
Sochi 2014,speed skating,5000m men,25,Simen Spieler Nilsen,NOR,6:42.47
Sochi 2014,speed skating,5000m men,26,Shane Williamson,JPN,6:42.88
Sochi 2014,speed skating,2x500m men,1,Michel Mulder,NED,69.312
Sochi 2014,speed skating,2x500m men,2,Jan Smeekens,NED,69.324
Sochi 2014,speed skating,2x500m men,3,Ronald Mulder,NED,69.46
Sochi 2014,speed skating,2x500m men,4,Tae Bum Mo,KOR,69.69
Sochi 2014,speed skating,2x500m men,5,Joji Kato,JPN,69.74
Sochi 2014,speed skating,2x500m men,6,Keiichiro Nagashima,JPN,70.040
Sochi 2014,speed skating,2x500m men,7,Roman Krech,KAZ,70.048
Sochi 2014,speed skating,2x500m men,8,Nico Ihle,GER,70.10
Sochi 2014,speed skating,2x500m men,9,Artur Was,POL,70.21
Sochi 2014,speed skating,2x500m men,10,Gilmore Junio,CAN,70.25
Sochi 2014,speed skating,2x500m men,11,Jamie Gregg,CAN,70.27
Sochi 2014,speed skating,2x500m men,12,Espen Hvammen,NOR,70.42
Sochi 2014,speed skating,2x500m men,13,Denis Koval,RUS,70.440
Sochi 2014,speed skating,2x500m men,14,William Dutton,CAN,70.448
Sochi 2014,speed skating,2x500m men,15,Yuya Oikawa,JPN,70.46
Sochi 2014,speed skating,2x500m men,16,Aleksey Yesin,RUS,70.50
Sochi 2014,speed skating,2x500m men,17,Pekka Koskela,FIN,70.61
Sochi 2014,speed skating,2x500m men,18,Kyou Hyuk Lee,KOR,70.65
Sochi 2014,speed skating,2x500m men,19,Artyom Kuznetcov,RUS,70.66
Sochi 2014,speed skating,2x500m men,20,Yuji Kamijo,JPN,70.851
Sochi 2014,speed skating,2x500m men,21,Junho Kim,KOR,70.857
Sochi 2014,speed skating,2x500m men,22,Kang Seok Lee,KOR,70.87
Sochi 2014,speed skating,2x500m men,23,Dmitry Lobkov,RUS,70.88
Sochi 2014,speed skating,2x500m men,24,Shani Davis,USA,70.98
Sochi 2014,speed skating,2x500m men,25,Muncef Ouardi,CAN,70.997
Sochi 2014,speed skating,2x500m men,26,Tucker Fredricks,USA,70.999
Sochi 2014,speed skating,2x500m men,27,Mitchell Whitmore,USA,71.06
Sochi 2014,speed skating,2x500m men,28,Mirko Ninzi,ITA,71.07
Sochi 2014,speed skating,2x500m men,29,Mika Poutala,FIN,71.14
Sochi 2014,speed skating,2x500m men,30,Zhongsheng Mu,CHN,71.25
Sochi 2014,speed skating,2x500m men,31,David Bosa,ITA,71.28
Sochi 2014,speed skating,2x500m men,32,Havard Lorentzen,NOR,71.30
Sochi 2014,speed skating,2x500m men,33,Ching Yang Sung,TPE,71.36
Sochi 2014,speed skating,2x500m men,34,Samuel Schwarz,GER,71.37
Sochi 2014,speed skating,2x500m men,35,Qiuming Bai,CHN,71.45
Sochi 2014,speed skating,2x500m men,36,Artur Nogal,POL,71.49
Sochi 2014,speed skating,2x500m men,37,Haralds Silovs,LAT,72.44
Sochi 2014,speed skating,2x500m men,38,Stefan Groothuis,NED,92.24
Sochi 2014,speed skating,2x500m men,39,Daniel Greig,AUS,115.84
Sochi 2014,speed skating,1000m women,1,Hong Zhang 1,CHN,1:14.02
Sochi 2014,speed skating,1000m women,2,Ireen Wust,NED,1:14.69
Sochi 2014,speed skating,1000m women,3,Margot Boer,NED,1:14.90
Sochi 2014,speed skating,1000m women,4,Olga Fatkulina,RUS,1:15.08
Sochi 2014,speed skating,1000m women,5,Lotte Van Beek,NED,1:15.10
Sochi 2014,speed skating,1000m women,6,Marrit Leenstra 1,NED,1:15.15
Sochi 2014,speed skating,1000m women,7,Heather Richardson,USA,1:15.23
Sochi 2014,speed skating,1000m women,8,Brittany Bowe,USA,1:15.47
Sochi 2014,speed skating,1000m women,9,Christine Nesbitt,CAN,1:15.62
Sochi 2014,speed skating,1000m women,10,Karolina Erbanova,CZE,1:15.74
Sochi 2014,speed skating,1000m women,11,Judith Hesse,GER,1:15.84
Sochi 2014,speed skating,1000m women,12,Sang Hwa Lee,KOR,1:15.94
Sochi 2014,speed skating,1000m women,13,Nao Kodaira,JPN,1:16.45
Sochi 2014,speed skating,1000m women,14,Beixing Wang,CHN,1:16.59
Sochi 2014,speed skating,1000m women,15,Yekaterina Shikhova,RUS,1:17.01
Sochi 2014,speed skating,1000m women,16,Yuliya Skokova,RUS,1:17.02
Sochi 2014,speed skating,1000m women,17,Ida Njaatun,NOR,1:17.15
Sochi 2014,speed skating,1000m women,18,Kaylin Irvine,CAN,1:17.24
Sochi 2014,speed skating,1000m women,19,Yekaterina Aydova,KAZ,1:17.25
Sochi 2014,speed skating,1000m women,20,Yekaterina Lobysheva,RUS,1:17.31
Sochi 2014,speed skating,1000m women,21,Kali Christ,CAN,1:17.41
Sochi 2014,speed skating,1000m women,22,Miyako Sumiyoshi,JPN,1:17.68
Sochi 2014,speed skating,1000m women,23,Natalia Czerwonka,POL,1:17.933
Sochi 2014,speed skating,1000m women,24,Vanessa Bittner,AUT,1:17.937
Sochi 2014,speed skating,1000m women,25,Jenny Wolf,GER,1:17.99
Sochi 2014,speed skating,1000m women,26,Gabriele Hirschbichler,GER,1:18.00
Sochi 2014,speed skating,1000m women,27,Maki Tsuji,JPN,1:18.07
Sochi 2014,speed skating,1000m women,28,Hyun Yung Kim,KOR,1:18.10
Sochi 2014,speed skating,1000m women,29,Luiza Zlotkowska,POL,1:18.38
Sochi 2014,speed skating,1000m women,30,Brittany Schussler,CAN,1:18.53
Sochi 2014,speed skating,1000m women,31,Seung Ju Park,KOR,1:18.94
Sochi 2014,speed skating,1000m women,32,Sugar Todd,USA,1:19.13
Sochi 2014,speed skating,1000m women,33,Kelly Gunther,USA,1:19.43
Sochi 2014,speed skating,1000m women,34,Dan Li 1,CHN,1:20.20
Sochi 2014,speed skating,1000m women,35,Bo Ra Lee,KOR,1:57.49
Sochi 2014,speed skating,1500m women,1,Jorien Ter Mors,NED,1:53.51
Sochi 2014,speed skating,1500m women,2,Ireen Wust,NED,1:54.09
Sochi 2014,speed skating,1500m women,3,Lotte Van Beek,NED,1:54.54
Sochi 2014,speed skating,1500m women,4,Marrit Leenstra 1,NED,1:56.40
Sochi 2014,speed skating,1500m women,5,Yuliya Skokova,RUS,1:56.45
Sochi 2014,speed skating,1500m women,6,Katarzyna Bachleda Curus,POL,1:57.18
Sochi 2014,speed skating,1500m women,7,Heather Richardson,USA,1:57.60
Sochi 2014,speed skating,1500m women,8,Yekaterina Lobysheva,RUS,1:57.70
Sochi 2014,speed skating,1500m women,9,Olga Fatkulina,RUS,1:57.88
Sochi 2014,speed skating,1500m women,10,Yekaterina Shikhova,RUS,1:58.09
Sochi 2014,speed skating,1500m women,11,Luiza Zlotkowska,POL,1:58.18
Sochi 2014,speed skating,1500m women,12,Ida Njaatun,NOR,1:58.21
Sochi 2014,speed skating,1500m women,13,Karolina Erbanova,CZE,1:58.23
Sochi 2014,speed skating,1500m women,14,Brittany Bowe,USA,1:58.31
Sochi 2014,speed skating,1500m women,15,Natalia Czerwonka,POL,1:58.46
Sochi 2014,speed skating,1500m women,16,Kali Christ,CAN,1:58.63
Sochi 2014,speed skating,1500m women,17,Christine Nesbitt,CAN,1:58.67
Sochi 2014,speed skating,1500m women,18,Jilleanne Rookard,USA,1:59.15
Sochi 2014,speed skating,1500m women,19,Claudia Pechstein,GER,1:59.47
Sochi 2014,speed skating,1500m women,20,Jelena Peeters,BEL,1:59.73
Sochi 2014,speed skating,1500m women,21,Bo Reum Kim,KOR,1:59.78
Sochi 2014,speed skating,1500m women,22,Misaki Oshigiri,JPN,2:00.03
Sochi 2014,speed skating,1500m women,23,Xin Zhao,CHN,2:00.27
Sochi 2014,speed skating,1500m women,24,Monique Angermueller,GER,2:00.32
Sochi 2014,speed skating,1500m women,25,Maki Tabata,JPN,2:00.64
Sochi 2014,speed skating,1500m women,26,Brittany Schussler,CAN,2:00.65
Sochi 2014,speed skating,1500m women,27,Qishi Li,CHN,2:00.89
Sochi 2014,speed skating,1500m women,28,Yekaterina Aydova,KAZ,2:00.93
Sochi 2014,speed skating,1500m women,29,Seon Yeong Noh,KOR,2:01.07
Sochi 2014,speed skating,1500m women,30,Gabriele Hirschbichler,GER,2:01.18
Sochi 2014,speed skating,1500m women,31,Ayaka Kikuchi,JPN,2:01.29
Sochi 2014,speed skating,1500m women,32,Nana Takagi,JPN,2:02.16
Sochi 2014,speed skating,1500m women,33,Hege Bokko,NOR,2:02.53
Sochi 2014,speed skating,1500m women,34,Vanessa Bittner,AUT,2:02.84
Sochi 2014,speed skating,1500m women,35,Brianne Tutt,CAN,2:03.69
Sochi 2014,speed skating,1500m women,36,Shin Young Yang,KOR,2:04.13
Sochi 2014,speed skating,3000m women,1,Ireen Wust,NED,4:00.34
Sochi 2014,speed skating,3000m women,2,Martina Sablikova,CZE,4:01.95
Sochi 2014,speed skating,3000m women,3,Olga Graf,RUS,4:03.47
Sochi 2014,speed skating,3000m women,4,Claudia Pechstein,GER,4:05.26
Sochi 2014,speed skating,3000m women,5,Annouk Van Der Weijden,NED,4:05.75
Sochi 2014,speed skating,3000m women,6,Ida Njaatun,NOR,4:06.73
Sochi 2014,speed skating,3000m women,7,Antoinette De Jong,NED,4:06.77
Sochi 2014,speed skating,3000m women,8,Yuliya Skokova,RUS,4:09.36
Sochi 2014,speed skating,3000m women,9,Shiho Ishizawa,JPN,4:09.39
Sochi 2014,speed skating,3000m women,10,Jilleanne Rookard,USA,4:10.02
Sochi 2014,speed skating,3000m women,11,Bente Kraus,GER,4:10.17
Sochi 2014,speed skating,3000m women,12,Jelena Peeters,BEL,4:10.87
Sochi 2014,speed skating,3000m women,13,Bo Reum Kim,KOR,4:12.08
Sochi 2014,speed skating,3000m women,14,Mari Hemmer,NOR,4:12.21
Sochi 2014,speed skating,3000m women,15,Shoko Fujimura,JPN,4:12.71
Sochi 2014,speed skating,3000m women,16,Natalia Czerwonka,POL,4:13.26
Sochi 2014,speed skating,3000m women,17,Stephanie Beckert,GER,4:13.55
Sochi 2014,speed skating,3000m women,18,Luiza Zlotkowska,POL,4:14.19
Sochi 2014,speed skating,3000m women,19,Brittany Schussler,CAN,4:14.65
Sochi 2014,speed skating,3000m women,20,Yekaterina Shikhova,RUS,4:14.97
Sochi 2014,speed skating,3000m women,21,Masako Hozumi,JPN,4:15.52
Sochi 2014,speed skating,3000m women,22,Anna Rokita,AUT,4:16.43
Sochi 2014,speed skating,3000m women,23,Francesca Lollobrigida,ITA,4:16.52
Sochi 2014,speed skating,3000m women,24,Ivanie Blondin,CAN,4:18.70
Sochi 2014,speed skating,3000m women,25,Seon Yeong Noh,KOR,4:19.02
Sochi 2014,speed skating,3000m women,26,Anna Ringsred,USA,4:21.51
Sochi 2014,speed skating,3000m women,27,Shin Young Yang,KOR,4:23.67
Sochi 2014,speed skating,5000m women,1,Martina Sablikova,CZE,6:51.54
Sochi 2014,speed skating,5000m women,2,Ireen Wust,NED,6:54.28
Sochi 2014,speed skating,5000m women,3,Carien Kleibeuker,NED,6:55.66
Sochi 2014,speed skating,5000m women,4,Olga Graf,RUS,6:55.77
Sochi 2014,speed skating,5000m women,5,Claudia Pechstein,GER,6:58.39
Sochi 2014,speed skating,5000m women,6,Yvonne Nauta,NED,7:01.76
Sochi 2014,speed skating,5000m women,7,Mari Hemmer,NOR,7:04.45
Sochi 2014,speed skating,5000m women,8,Stephanie Beckert,GER,7:07.79
Sochi 2014,speed skating,5000m women,9,Anna Chernova,RUS,7:08.71
Sochi 2014,speed skating,5000m women,10,Shoko Fujimura,JPN,7:09.65
Sochi 2014,speed skating,5000m women,11,Bente Kraus,GER,7:10.65
Sochi 2014,speed skating,5000m women,12,Shiho Ishizawa,JPN,7:11.54
Sochi 2014,speed skating,5000m women,13,Masako Hozumi,JPN,7:12.42
Sochi 2014,speed skating,5000m women,14,Ivanie Blondin,CAN,7:20.10
Sochi 2014,speed skating,5000m women,15,Katarzyna Wozniak,POL,7:28.53
Sochi 2014,speed skating,5000m women,16,Maria Lamb,USA,7:29.64
Sochi 2014,speed skating,2x500m women,1,Sang Hwa Lee,KOR,74.70
Sochi 2014,speed skating,2x500m women,2,Olga Fatkulina,RUS,75.06
Sochi 2014,speed skating,2x500m women,3,Margot Boer,NED,75.48
Sochi 2014,speed skating,2x500m women,4,Hong Zhang 1,CHN,75.58
Sochi 2014,speed skating,2x500m women,5,Nao Kodaira,JPN,75.61
Sochi 2014,speed skating,2x500m women,6,Jenny Wolf,GER,75.67
Sochi 2014,speed skating,2x500m women,7,Beixing Wang,CHN,75.68
Sochi 2014,speed skating,2x500m women,8,Heather Richardson,USA,75.75
Sochi 2014,speed skating,2x500m women,9,Maki Tsuji,JPN,76.84
Sochi 2014,speed skating,2x500m women,10,Karolina Erbanova,CZE,76.86
Sochi 2014,speed skating,2x500m women,11,Laurine Van Riessen,NED,76.99
Sochi 2014,speed skating,2x500m women,12,Christine Nesbitt,CAN,77.15
Sochi 2014,speed skating,2x500m women,13,Brittany Bowe,USA,77.19
Sochi 2014,speed skating,2x500m women,14,Miyako Sumiyoshi,JPN,77.26
Sochi 2014,speed skating,2x500m women,15,Lauren Cholewinski,USA,77.35
Sochi 2014,speed skating,2x500m women,16,Lotte Van Beek,NED,77.40
Sochi 2014,speed skating,2x500m women,17,Yekaterina Malysheva,RUS,77.55
Sochi 2014,speed skating,2x500m women,18,Angelina Golikova,RUS,77.68
Sochi 2014,speed skating,2x500m women,19,Marrit Leenstra 1,NED,77.74
Sochi 2014,speed skating,2x500m women,20,Bo Ra Lee,KOR,77.75
Sochi 2014,speed skating,2x500m women,21,Denise Roth,GER,77.78
Sochi 2014,speed skating,2x500m women,22,Yekaterina Aydova,KAZ,77.85
Sochi 2014,speed skating,2x500m women,23,Shuai Qi,CHN,77.89
Sochi 2014,speed skating,2x500m women,24,Hyun Yung Kim,KOR,78.23
Sochi 2014,speed skating,2x500m women,25,Yekaterina Lobysheva,RUS,78.24
Sochi 2014,speed skating,2x500m women,26,Seung Ju Park,KOR,78.31
Sochi 2014,speed skating,2x500m women,27,Vanessa Bittner,AUT,78.50
Sochi 2014,speed skating,2x500m women,28,Anastasia Bucsis,CAN,78.52
Sochi 2014,speed skating,2x500m women,29,Sugar Todd,USA,78.53
Sochi 2014,speed skating,2x500m women,30,Yvonne Daldossi 1,ITA,78.64
Sochi 2014,speed skating,2x500m women,31,Shuang Zhang,CHN,78.65
Sochi 2014,speed skating,2x500m women,32,Marsha Hudey,CAN,79.22
Sochi 2014,speed skating,2x500m women,33,Danielle Wotherspoon,CAN,79.32
Sochi 2014,speed skating,2x500m women,34,Gabriele Hirschbichler,GER,79.51
Vancouver 2010,alpine skiing,downhill men,1,Didier Defago,SUI,1:54.31
Vancouver 2010,alpine skiing,downhill men,2,Aksel Lund Svindal,NOR,1:54.38
Vancouver 2010,alpine skiing,downhill men,3,Bode Miller,USA,1:54.40
Vancouver 2010,alpine skiing,downhill men,4,Mario Scheiber,AUT,1:54.52
Vancouver 2010,alpine skiing,downhill men,5,Erik Guay,CAN,1:54.64
Vancouver 2010,alpine skiing,downhill men,6,Didier Cuche,SUI,1:54.67
Vancouver 2010,alpine skiing,downhill men,7,David Poisson,FRA,1:54.82
Vancouver 2010,alpine skiing,downhill men,8,Marco Buchel,LIE,1:54.84
Vancouver 2010,alpine skiing,downhill men,9,Klaus Kroell,AUT,1:54.87
Vancouver 2010,alpine skiing,downhill men,10,Michael Walchhofer,AUT,1:54.88
Vancouver 2010,alpine skiing,downhill men,11,Carlo Janka,SUI,1:55.02
Vancouver 2010,alpine skiing,downhill men,12,Werner Heel,ITA,1:55.19
Vancouver 2010,alpine skiing,downhill men,14,Rok Perko,SLO,1:55.26
Vancouver 2010,alpine skiing,downhill men,15,Peter Fill,ITA,1:55.29
Vancouver 2010,alpine skiing,downhill men,16,Adrien Theaux,FRA,1:55.40
